ProviderID,Source,Location,Contact Number,Type,Latitude,Longitude,CMS Rating,Availability,Cost
670,Supplier Directory,"CAPE FEAR LONG TERM CARE PHARMACY LLC, 185 PINE STATE ST, LILLINGTON, NC",9108932986,Pharmacy,35.42260335,-78.80501717,5,12,200
671,Supplier Directory,"WALGREEN CO, 2105 E FIRE TOWER RD, GREENVILLE, NC",2523216582,Pharmacy,35.56762,-77.34931,5,12,200
672,Supplier Directory,"NEELEY FAMILY INC, 347 LAKEPORT BLVD, LAKEPORT, CA",7072631328,Pharmacy,39.03513,-122.91923,3,12,600
673,Supplier Directory,"MOOSE DRUG COMPANY, 1750 MAIN ST W, LOCUST, NC",7048882114,Certified Other|Pharmacy,35.25461,-80.44919,3,12,600
674,Supplier Directory,"ROCK COUNTY HOSPITAL, 103 W HIGHWAY 20, BASSETT, NE",4026842730,Pharmacy,42.58269,-99.53413,2,12,400
675,Supplier Directory,"IHS ACQUISITION XXVII INC, 420 W MORRIS BLVD, MORRISTOWN, TN",4233181996,Medical Supply Company Other,36.21051,-83.29391,5,12,400
676,Supplier Directory,"WALGREEN CO, 2719 GRAND AVE, AMES, IA",5152328284,Pharmacy,42.05034,-93.62077,5,12,200
677,Supplier Directory,"TARBORO EYE ASSOCIATES OPTOMETRY PLLC, 2807 N MAIN ST, TARBORO, NC",2528238295,Optometrist,35.92245778,-77.55447755,4,12,200
678,Supplier Directory,"HY-VEE INC, 1605 N BROADWAY ST, RED OAK, IA",7126233370,Pharmacy|Grocery Store,41.0187,-95.23278,3,12,800
679,Supplier Directory,"BURKESVILLE MEDICAL SUPPLY, INC, 365 KEEN ST, BURKESVILLE, KY",2708642230,Medical Supply Company Other|Certified Other|MSC With Respiratory Therapist|Orthotic Personnel,36.74217,-85.40143,3,12,400
680,Supplier Directory,"MASS OPTOMETRIC ASSOCIATES, PLLC, 2421 CRANBERRY HWY, WAREHAM, MA",5082730107,Optometrist,41.77638745,-70.74535895,4,12,600
681,Supplier Directory,"TRI-STATE OPTICAL CENTER, PLLC, 1714 W. WALNUT, ROGERS, AR",4796362012,Optometrist,36.33396,-94.13716,5,12,1000
682,Supplier Directory,"VANDESTEEG & LARSON OPTOMETRIC CLINIC PA, 24 1ST ST SE, GLENWOOD, MN",3206344516,Optometrist|Optician,45.65011,-95.3886,2,12,200
683,Supplier Directory,"WALGREEN CO, 1601 GEORGE WASHINGTON WAY, RICHLAND, WA",5099432605,Pharmacy,46.29463,-119.27446,5,12,1000
684,Supplier Directory,"WALGREEN CO, 2055 N PERRIS BLVD, PERRIS, CA",9519438188,Pharmacy,33.80953,-117.22599,5,12,200
685,Supplier Directory,"MAVERICK OPTICAL LLC, 1937 OLD MAIN ST, MAYSVILLE, KY",6067597311,Optician,38.62117,-83.80798,5,12,200
686,Supplier Directory,"APRIA HEALTHCARE LLC, 4859 CUMBERLAND RD, FAYETTEVILLE, NC",9104264000,Medical Supply Company Other|MSC With Respiratory Therapist,35.00397,-78.96886,5,12,200
687,Supplier Directory,"APRIA HEALTHCARE LLC, 385S PIERCE AVE A, LOUISVILLE, CO",3036042249,Medical Supply Company Other|MSC With Respiratory Therapist,39.96504,-105.12249,5,12,200
688,Supplier Directory,"WAL-MART STORES EAST LP, 500 EAST HWY ST #270, HOLDENVILLE, OK",4053793305,Pharmacy,35.08671,-96.38116,2,12,1000
689,Supplier Directory,"RIVER RUN PHARMACIES INC, 206 S MAIN ST, WESTFIELD, WI",6082962877,Pharmacy,43.88548799,-89.49304804,3,12,800
690,Supplier Directory,"UNITED SUPERMARKETS LLC, 710 PASEO DEL PUEBLO SUR, TAOS, NM",5757581203,Pharmacy|Grocery Store,36.39217,-105.58169,5,12,600
691,Supplier Directory,"CVS PHARMACY INC, 2902 PALMER HWY, TEXAS CITY, TX",4099453426,Pharmacy,29.39539,-94.93809,5,12,1000
692,Supplier Directory,"WALGREEN CO, 300 E 8TH ST, DANVILLE, AR",4794955444,Pharmacy,35.05415,-93.39055,5,12,800
693,Supplier Directory,"WALGREEN CO, 921 SOUTH JACKSON STREET, JACKSONVILLE, TX",9033392169,Pharmacy,31.95707,-95.2672,4,12,1000
694,Supplier Directory,"WAL-MART STORES TEXAS, LLC, 5555 DE ZAVALA RD, SAN ANTONIO, TX",2105584330,Pharmacy|Optician,29.56368,-98.58959,5,12,600
695,Supplier Directory,"WALGREEN CO, N 168 W 21330 MAIN ST, JACKSON, WI",2626771702,Pharmacy,43.32074,-88.15997,5,12,400
696,Supplier Directory,"WALGREEN CO, 700 MCKINNEY BLVD, COLONIAL BEACH, VA",8042242318,Pharmacy,38.2559,-76.97593,2,12,600
697,Supplier Directory,"REGIONAL HOME CARE INC., 125 TOLMAN AVE, LEOMINSTER, MA",9788400113,MSC With Respiratory Therapist,42.54932,-71.74565,4,12,800
698,Supplier Directory,"WALGREEN CO, 226 LIBERTY ST, PENN YAN, NY",3155361401,Pharmacy,42.66019,-77.05613,3,12,200
699,Supplier Directory,"PENNSYLVANIA CVS PHARMACY LLC, 1054 SHOEMAKER AVE, SHOEMAKERSVILLE, PA",6105622454,Pharmacy,40.50636,-75.96509,4,12,800
700,Supplier Directory,"WALGREEN CO, 137 NORTH ST, HOULTON, ME",2075326876,Pharmacy,46.13519,-67.83935,5,12,800
701,Supplier Directory,"HOMETOWN PHARMACY INC, 226 W RIVER VALLEY DR, NEWAYGO, MI",2316526914,Certified Other|Pharmacy,43.40557,-85.79999,4,12,200
702,Supplier Directory,"WALGREEN CO, 2111 HWY 72 N, LOUDON, TN",8654589938,Pharmacy,35.72965,-84.48572,5,12,400
703,Supplier Directory,"CS BOSCHE INC, 1400 10TH ST, GERING, NE",3084362181,Pharmacy,41.82316,-103.66019,3,12,1000
704,Supplier Directory,"WALGREEN CO, 23477 W YUMA RD, BUCKEYE, AZ",6233379161,Pharmacy,33.43549,-112.55547,3,12,1000
705,Supplier Directory,"LONGS DRUG STORES CALIFORNIA LLC, 55 KIOPAA PL, PUKALANI, HI",8085739304,Pharmacy,20.8199,-156.33101,5,12,200
706,Supplier Directory,"SAFEWAY INC, 3380 COACH LN, CAMERON PARK, CA",5306766938,Pharmacy|Grocery Store,38.65824,-120.97065,5,12,800
707,Supplier Directory,"JBM LLC, 822B E LIBERTY ST, YORK, SC",8036287934,Orthotic Personnel|Pharmacy,34.98569,-81.21809,1,12,600
708,Supplier Directory,"WAL-MART STORES EAST LP, 2755 HOLTON WHITEHALL RD, WHITEHALL, MI",2318219077,Pharmacy|Optician,43.40984,-86.30833,3,12,800
709,Supplier Directory,"GIANT EAGLE INC, 4007 WASHINGTON RD, MC MURRAY, PA",7249410788,Pharmacy|Grocery Store,40.26933,-80.12847,5,12,600
710,Supplier Directory,"WOOSTER PHARMACY LLC, 3431 COMMERCE PARKWAY, WOOSTER, OH",3304395139,Pharmacy,40.84124705,-81.94649849,5,12,600
711,Supplier Directory,"GENOA HEALTHCARE LLC, 329 CONWAY ST, GREENFIELD, MA",4133250004,Pharmacy,42.60321316,-72.60975774,2,12,600
712,Supplier Directory,"MEIJER INC, 730 E SAGINAW HWY, GRAND LEDGE, MI",5176626810,Pharmacy|Department Store|Grocery Store,42.74112,-84.83767,1,12,200
713,Supplier Directory,"PRESCRIPTION CENTER OF MEDINA LLC, 142 E CENTER ST, MEDINA, NY",5857981212,Pharmacy,43.22033,-78.38569,2,12,200
714,Supplier Directory,"NORTHWEST INDIANA EYE ASSOCIATES PC, 2101 BURLINGTON BEACH RD, VALPARAISO, IN",2194620311,Optometrist|Optician,41.51296,-87.03732,5,12,200
715,Supplier Directory,"NORTH FLORIDA PHARMACY OF MADISON INC., 139 SW MACON ST, MADISON, FL",8509738120,Orthotic Personnel|Pharmacy,30.46603,-83.41041,1,12,400
716,Supplier Directory,"WALGREEN CO, 517 N MAIN ST, VIROQUA, WI",6086378405,Pharmacy,43.56051,-90.88917,3,12,800
717,Supplier Directory,"BLOUNT'S MUTUAL DRUGS INC, 323 S BROAD ST, EDENTON, NC",2524822127,Pharmacy,36.05847,-76.6089,2,12,1000
718,Supplier Directory,"WALGREEN CO, 2 N PARK ST, CAMBRIDGE, NY",5186773822,Pharmacy,43.02777,-73.37606,1,12,800
719,Supplier Directory,"WALGREEN CO, 2000 VETERANS BLVD, DUBLIN, GA",4782967608,Pharmacy,32.54202,-82.95669,4,12,800
720,Supplier Directory,"CVS PHARMACY INC, 400 BEECH ST, HOLYOKE, MA",4135361432,Pharmacy,42.20246,-72.6201,5,12,600
721,Supplier Directory,"WALMART INC, 2025 PAUL BUNYAN DR NW, BEMIDJI, MN",2187556132,Pharmacy|Optician,47.49544,-94.90947,5,12,200
722,Supplier Directory,"BURWELL PHARMACY LLC, 137 GRAND AVE, BURWELL, NE",3083464747,Pharmacy,41.78149,-99.13486,3,12,400
723,Supplier Directory,"HY-VEE INC, 939 ANGULAR ST, BURLINGTON, IA",3197530112,Pharmacy|Grocery Store,40.80183,-91.11072,5,12,200
724,Supplier Directory,"WALGREEN CO, 26800 JOHN R RD, MADISON HEIGHTS, MI",2485462872,Pharmacy,42.48944,-83.10508,5,12,600
725,Supplier Directory,"BAKERSFIELD PROSTHETICS & ORTHOTICS CENTER INC, 640 HIGH ST, DELANO, CA",6612812127,MSC With Orthotic Personnel,35.76478407,-119.2456448,5,12,800
726,Supplier Directory,"QUAD CITY PROSTHETIC INC, 4730 44TH ST, ROCK ISLAND, IL",3092830880,Orthotic Personnel|Prosthetic Personnel,41.46812,-90.54114,5,12,600
727,Supplier Directory,"SAMS EAST INC, 815 CLEPPER LN, CINCINNATI, OH",5137539280,Pharmacy,39.09227,-84.26224,5,12,400
728,Supplier Directory,"SAFEWAY INC, 611 S MERIDIAN, PUYALLUP, WA",2538411534,Pharmacy|Grocery Store,47.1871,-122.29352,5,12,800
729,Supplier Directory,"EYE CARE OF JOHN DAY, 401 W MAIN ST, JOHN DAY, OR",5415751819,Optometrist,44.41714,-118.95704,5,12,1000
730,Supplier Directory,"LUXOTTICA OF AMERICA INC, 1270 ARBOR PLACE MALL, DOUGLASVILLE, GA",7705774434,Optician,33.72949,-84.74892,5,12,1000
731,Supplier Directory,"OHIO CVS STORES LLC, 2620 W BREESE ROAD, LIMA, OH",4199910010,Pharmacy,40.68652,-84.15224,4,12,600
732,Supplier Directory,"AUGUSTA PROSTHETICS & ORTHOTICS INC, 535 N COBB ST, MILLEDGEVILLE, GA",4784537327,Orthotic Personnel|Prosthetic Personnel,33.08601,-83.2425,4,12,1000
733,Supplier Directory,"KANSAS CVS PHARMACY LLC, 800 COMMONS PL, MANHATTAN, KS",7857703871,Pharmacy,39.1732,-96.60505,5,12,1000
734,Supplier Directory,"GADDY ENTERPRISES, INC, 3500 NORTH ST, NACOGDOCHES, TX",9365698585,Medical Supply Company Other,31.635725,-94.65221396,4,12,800
735,Supplier Directory,"LAKELAND DRUG CO., 42 W MAIN ST, LAKELAND, GA",2294823677,Certified Other|Orthotic Personnel|Pharmacy,31.03976,-83.07965,4,12,600
736,Supplier Directory,"SOWASH OPTOMETRY GROUP PC, 14500 W COLFAX AVE, LAKEWOOD, CO",3032710354,Optician,39.73343,-105.15468,5,12,1000
737,Supplier Directory,"MILLER PROSTHETICS & ORTHOTICS, 2311 OHIO AVE, PARKERSBURG, WV",3046992373,Prosthetic Personnel,39.28091,-81.54923,5,12,200
738,Supplier Directory,"WALMART INC, 115 W WILLOW AVE, COLBY, KS",7854628651,Pharmacy,39.36533,-101.04678,4,12,800
739,Supplier Directory,"NEW JERSEY CVS PHARMACY LLC, 360 ROUTE 73 S, MARLTON, NJ",8565967010,Pharmacy,39.88864,-74.92331,5,12,600
740,Supplier Directory,"PUBLIX SUPER MARKETS INC, 10615 NARCOOSSEE RD, ORLANDO, FL",4072771446,Pharmacy,28.41369,-81.24286,4,12,200
741,Supplier Directory,"HIGHLAND PARK CVS LLC, 245 S BROADWAY ST, COAL CITY, IL",8156340455,Pharmacy,41.28467,-88.28521,3,12,600
742,Supplier Directory,"SAFEWAY INC, 845 S MAIN ST, WILLITS, CA",7074561790,Pharmacy|Grocery Store,39.4041,-123.35145,3,12,600
743,Supplier Directory,"GEORGIA CVS PHARMACY, L.L.C., 887 BATTLEFIELD PKWY, FORT OGLETHORPE, GA",7067613337,Pharmacy,34.95414,-85.24985,4,12,200
744,Supplier Directory,"WALGREEN CO, 3920 10TH ST, GREAT BEND, KS",6207924467,Pharmacy,38.36191,-98.79226,2,12,600
745,Supplier Directory,"AIRWAY MEDICAL SUPPLIES, INC., 202 W MONTGOMERY ST, GAFFNEY, SC",8644872142,MSC With Respiratory Therapist,35.07161,-81.65318,3,12,600
746,Supplier Directory,"WAL-MART STORES EAST LP, 6721 CHESAPEAKE CENTER DR, GLEN BURNIE, MD",4108631285,Pharmacy|Optician,39.19309,-76.60808,5,12,200
747,Supplier Directory,"WAL-MART STORES EAST LP, 610 LEGION RD, DENTON, MD",4104790758,Pharmacy|Optician,38.87475,-75.82143,5,12,800
748,Supplier Directory,"COMPLETE CARE, INC, 202 PARKS AVE, SCOTTSBORO, AL",2562590202,Medical Supply Company Other,34.66607,-86.03801,5,12,600
749,Supplier Directory,"MEDICAL GALLERY LLC, 217 N WAUKESHA ST, BONIFAY, FL",8505476186,Medical Supply Company Other,30.7847,-85.68,5,12,1000
750,Supplier Directory,"WALGREEN CO, 71 LOWELL RD, CONCORD, MA",9783695802,Pharmacy,42.47946,-71.37196,4,12,200
751,Supplier Directory,"PHARMACARE LTD, 16812 S MAIN ST, GALESVILLE, WI",6085822446,Pharmacy,44.08241,-91.34915,3,12,1000
752,Supplier Directory,"WAL-MART STORES EAST LP, 19360 COMPASS CREEK PARKWAY, LEESBURG, VA",7037790164,Pharmacy|Optician,39.08868,-77.55824,1,12,1000
753,Supplier Directory,"SAFEWAY INC, 2100 QUEEN ANNE AVE N, SEATTLE, WA",2063164030,Pharmacy|Grocery Store,47.63770339,-122.3565921,5,12,600
754,Supplier Directory,"WALMART INC, 301 S. VILLAGE RD., EL DORADO, KS",3163228901,Pharmacy|Optician,37.82029,-96.88956,4,12,800
755,Supplier Directory,"NAI SATURN EASTERN LLC, 10 KING ST, WALDORF, MD",3016455161,Pharmacy|Grocery Store,38.60217,-76.90278,5,12,1000
756,Supplier Directory,"NAI SATURN EASTERN LLC, 1747 COLUMBIA RD NW, WASHINGTON, DC",2026672080,Pharmacy|Grocery Store,38.92394,-77.04095,5,12,600
757,Supplier Directory,"SAFEWAY INC, 9080 BROOKS RD, WINDSOR, CA",7078372002,Pharmacy|Grocery Store,38.55612,-122.80728,5,12,800
758,Supplier Directory,"ARKANSAS OSTOMY INC, 16607 CANTRELL RD, LITTLE ROCK, AR",5018687840,Medical Supply Company Other,34.80311,-92.45456,5,12,400
759,Supplier Directory,"EPISCOPAL HEALTH SERVICES INC, 327 BEACH 19TH ST, FAR ROCKAWAY, NY",8337895301,Pharmacy,40.59818,-73.75302,5,12,400
760,Supplier Directory,"MISSISSIPPI CVS PHARMACY LLC, 205 HIGHWAY 16 W, CARTHAGE, MS",6012679195,Pharmacy,32.73154,-89.53599,5,12,400
761,Supplier Directory,"LOUISIANA CVS PHARMACY LLC, 1720 W PRIEN LAKE RD, LAKE CHARLES, LA",3375627802,Pharmacy,30.19784,-93.24787,5,12,600
762,Supplier Directory,"HOOK-SUPERX LLC, 300 LIBERTY ST, WALKERTON, IN",5745867154,Pharmacy,41.47195,-86.48145,4,12,200
763,Supplier Directory,"PHARMANA LLC, 1829 UNIVERSITY DR, DUNBAR, PA",7246269600,Pharmacy,40.01871,-79.59076,5,12,1000
764,Supplier Directory,"WALGREEN CO, 4100 BOSQUE BLVD, WACO, TX",2547517215,Pharmacy,31.53885,-97.18137,3,12,400
765,Supplier Directory,"VONS COMPANIES INC, 475 W MAIN ST, BRAWLEY, CA",7603513007,Pharmacy|Grocery Store,32.97873,-115.54906,3,12,1000
766,Supplier Directory,"SU FARMACIA MODELO Z P INC, 54 CALLE MJ CABRERO, SAN SEBASTIAN, PR",7878901263,Pharmacy,18.33599,-66.9939,1,12,600
767,Supplier Directory,"WALGREEN CO, 5935 W ADDISON ST, CHICAGO, IL",7732821594,Pharmacy,41.9457,-87.77531,5,12,200
768,Supplier Directory,"PENNSYLVANIA CVS PHARMACY LLC, 1717 LEBANON CHURCH RD, WEST MIFFLIN, PA",4125020021,Pharmacy,40.34803,-79.95016,5,12,400
769,Supplier Directory,"GEORGIA CVS PHARMACY, L.L.C., 330 EAST GREEN STREET, MONTICELLO, GA",7064680666,Pharmacy,33.30362,-83.68085,3,12,600
770,Supplier Directory,"GIANT EAGLE INC, 8901 STATE ROUTE 30, NORTH HUNTINGDON, PA",7248647481,Pharmacy|Grocery Store,40.32033,-79.69142,5,12,1000
771,Supplier Directory,"ROCKY MOUNTAIN EYE CENTER INC A COLORADO PROVIDER NETWORK, 901 SELL AVE, CANON CITY, CO",7192757481,Optometrist,38.43831,-105.23069,3,12,400
772,Supplier Directory,"HOOK-SUPERX LLC, 201 JACKSON STREET, FRANKFORT, IN",7656592462,Pharmacy,40.27921,-86.51054,5,12,600
773,Supplier Directory,"BMAC RX CORPORATION, 8342 GARDEN GROVE BLVD, GARDEN GROVE, CA",7148676740,Pharmacy,33.77373,-117.9876,5,12,400
774,Supplier Directory,"ROADRUNNER PROSTHETICS INC, 42212 N 41ST DR, ANTHEM, AZ",6233524520,Prosthetic Personnel,33.86741,-112.14797,3,12,1000
775,Supplier Directory,"WAL-MART STORES EAST LP, 3810 NE EVANGELINE TRWY, CARENCRO, LA",3375203000,Pharmacy|Optician,30.32042,-92.03267,5,12,200
776,Supplier Directory,"GETWELL PHARMACY OF COLUMBIA KENTUCKY, INC., 937 CAMPBELLSVILLE RD, COLUMBIA, KY",2703859139,Pharmacy,37.11325,-85.30087,5,12,200
777,Supplier Directory,"MHWS CORP, 12144 CENTRAL AVE, CHINO, CA",9095918444,Pharmacy,34.03295273,-117.6896288,5,12,400
778,Supplier Directory,"CVS GILBERT 3272 LLC, 2371 E GUADALUPE RD, GILBERT, AZ",4805075399,Pharmacy,33.36466,-111.74153,5,12,600
779,Supplier Directory,"PATRICK NIEBRUGGE OD, 1279E US HWY 40, CASEY, IL",2179322310,Optometrist|Optician,39.37526,-88.04487,4,12,800
780,Supplier Directory,"HOLIDAY CVS LLC, 2 S FEDERAL HWY, DEERFIELD BEACH, FL",9544818376,Pharmacy,26.31702,-80.09039,5,12,400
781,Supplier Directory,"CVS PHARMACY INC, 10900 LAKELINE MALL DR, AUSTIN, TX",5126513377,Pharmacy,30.47374,-97.79756,5,12,400
782,Supplier Directory,"KROGER LIMITED PARTNERSHIP I, 3054 COLUMBIA AVE, FRANKLIN, TN",6157946786,Pharmacy,35.89336,-86.87703,5,12,600
783,Supplier Directory,"LAYNES FAMILY PHARMACY, 509 S. VAN BUREN RD, EDEN, NC",3366274600,Pharmacy,36.49477,-79.7411,5,12,800
784,Supplier Directory,"MYEYEDR OPTOMETRY OF OHIO, LLC, 1355 W MAIN ST, BELLEVUE, OH",4194837685,Optometrist,41.28413198,-82.88102999,3,12,600
785,Supplier Directory,"TWIN RIVERS RESPIRATORY CARE INC, 1407 S KNOXVILLE AVE, RUSSELLVILLE, AR",8887695922,Medical Supply Company Other,35.2653,-93.12069,5,12,800
786,Supplier Directory,"TOWNSHIP PHARMACY LLC, 108 W 1325 N, CEDAR CITY, UT",4358670800,Certified Other|Pharmacy,37.71651,-113.05725,3,12,800
787,Supplier Directory,"HIGHLAND PARK CVS LLC, 12630 STATE ROUTE 143, HIGHLAND, IL",6186548628,Pharmacy,38.7605,-89.68951,3,12,200
788,Supplier Directory,"KROGER LIMITED PARTNERSHIP I, 515 N 12TH ST, MIDDLESBORO, KY",6062482093,Pharmacy|Grocery Store,36.61086,-83.70586,4,12,200
789,Supplier Directory,"PENNSYLVANIA CVS PHARMACY LLC, 124 ERIE ST, EDINBORO, PA",8147345207,Pharmacy,41.8751,-80.13185,1,12,200
790,Supplier Directory,"H-E-B LP, 409 E KLEBERG AVE, KINGSVILLE, TX",3615955641,Pharmacy,27.51658,-97.86399,4,12,600
791,Supplier Directory,"BONEL MEDICAL EQUIPMENT INC, 4817 N BROAD ST, PHILADELPHIA, PA",2154577703,Medical Supply Company Other|MSC With Orthotic Personnel,40.02689,-75.14727,5,12,400
792,Supplier Directory,"BLM PHARMACY INC, 12675 LA MIRADA BLVD, LA MIRADA, CA",5627778175,Pharmacy,33.91598,-118.0124,5,12,600
793,Supplier Directory,"KROGER LIMITED PARTNERSHIP I, 161 ELECTRIC RD, SALEM, VA",5409864623,Pharmacy|Grocery Store,37.2977,-80.02744,5,12,1000
794,Supplier Directory,"WAL-MART STORES EAST LP, 200 FLOYD DR, CARROLLTON, KY",5027320378,Pharmacy,38.65966,-85.13075,4,12,800
795,Supplier Directory,"MEDLEY PHARMACY INC, 1204 E HIGHWAY 32, SALEM, MO",5737294091,Pharmacy,37.63201,-91.5298,5,12,600
796,Supplier Directory,"AUBURN EYE CARE ASSOCIATES, 3211 FORTUNE CT, AUBURN, CA",5308856241,Optometrist,38.94264,-121.10169,4,12,400
797,Supplier Directory,"K VA T FOOD STORES INC, 4344 MAYNARDVILLE HWY, MAYNARDVILLE, TN",8659920534,Pharmacy,36.25343,-83.79448,3,12,800
798,Supplier Directory,"TEXAS INFUSION, LLC, 1935 W STATE ST, GARLAND, TX",9723729787,Pharmacy,32.91051599,-96.65697996,5,12,600
799,Supplier Directory,"WALMART INC, 60 HIGHWAY 79 N, MAGNOLIA, AR",8702345421,Pharmacy,33.30036,-93.21188,2,12,800
800,Supplier Directory,"ABC MEDICAL SERVICES INC, 3601 RIDGE RD, LANSING, IL",7084180008,MSC With Orthotic-Prosthetic,41.56392,-87.52966,5,12,400
801,Supplier Directory,"DUKE MEDICAL INC, 101 BELMONT AVE, BROOKLYN, NY",3476637500,Medical Supply Company Other,40.66913,-73.90626,5,12,200
802,Supplier Directory,"WALGREEN CO, 4059 NC HIGHWAY 105 S, SUGAR MOUNTAIN, NC",8288988971,Pharmacy,36.15173,-81.80431,1,12,200
803,Supplier Directory,"NEW JERSEY CVS PHARMACY LLC, 250 NEW RD, SOMERS POINT, NJ",6097889056,Pharmacy,39.32922,-74.59503,4,12,800
804,Supplier Directory,"CAMMACKS PHARMACIES INC, 424 E 2ND ST, PORT ANGELES, WA",3604524200,Certified Other|MSC With Respiratory Therapist|MSC With Orthotic Personnel|MSC With Prosthetic Personnel|Pharmacy,48.11545,-123.42796,4,12,1000
805,Supplier Directory,"WALGREEN CO, 2041 E MAIN ST, DOTHAN, AL",3347126638,Pharmacy,31.21512,-85.36026,2,12,200
806,Supplier Directory,"HEIDI SCHEFFERLY OD PLLC, 350 N WISNER ST, JACKSON, MI",5177836928,Optometrist,42.25228,-84.42843,4,12,800
807,Supplier Directory,"RANDALLS FOOD & DRUGS LP, 551 LAURENCE DR, HEATH, TX",4696516370,Pharmacy|Grocery Store,32.84135,-96.47055,5,12,200
808,Supplier Directory,"KROGER LIMITED PARTNERSHIP I, 1805 W STATE OF FRANKLIN RD, JOHNSON CITY, TN",4239291409,Pharmacy|Grocery Store,36.30162,-82.38077,5,12,200
809,Supplier Directory,"WALGREEN CO, 401 N MAIN AVE, ERWIN, TN",4237434662,Pharmacy,36.15364,-82.40854,5,12,400
810,Supplier Directory,"NUDAK VENTURES, LLC, 119 N VINE ST, WEST UNION, IA",5634223151,Certified Other|Pharmacy,42.96197,-91.8083,5,12,200
811,Supplier Directory,"CVS PHARMACY INC, 1653 MAIN ST, ATHOL, MA",9782497928,Pharmacy,42.58844,-72.21517,2,12,200
812,Supplier Directory,"PUBLIX ALABAMA, LLC, 2543 JOHN HAWKINS PKWY, HOOVER, AL",2059828519,Pharmacy,33.35451,-86.84242,4,12,1000
813,Supplier Directory,"WAL-MART STORES EAST LP, 24635 DULLES LANDING DR, STERLING, VA",5713673038,Pharmacy|Optician,38.93589,-77.52313,5,12,600
814,Supplier Directory,"THE KROGER CO, 610 CARROLL ST, NEW LEXINGTON, OH",7403425649,Pharmacy|Grocery Store,39.72009,-82.20536,5,12,200
815,Supplier Directory,"SAFEWAY INC, 601 W NORTH ST, ENTERPRISE, OR",5414263535,Pharmacy|Grocery Store,45.4269,-117.28519,5,12,1000
816,Supplier Directory,"KROGER LIMITED PARTNERSHIP I, 180 RED OAKS SC, RONCEVERT, WV",3046450310,Pharmacy,37.74215,-80.49678,4,12,200
817,Supplier Directory,"SAMS EAST INC, 1040 NILES CORTLAND RD SE, WARREN, OH",3308569110,Pharmacy,41.22676,-80.74063,4,12,800
818,Supplier Directory,"INGLES MARKETS INC, 2865 MUSIC MILL RD, BREMEN, GA",7705379501,Pharmacy|Grocery Store,33.69515,-85.15248,3,12,800
819,Supplier Directory,"HOOK-SUPERX LLC, 511 3RD ST, COVINGTON, IN",7657934511,Pharmacy,40.13882,-87.39829,5,12,600
820,Supplier Directory,"WHITE DRUG CO OF JAMESTOWN INC, 707 SOUTH 3RD ST, BISMARCK, ND",7012230936,Pharmacy,46.7714,-100.76619,5,12,1000
821,Supplier Directory,"HEALTHDIRECT INSTITUTIONAL PHARMACY SERVICES INC, 1100 W CHESTNUT ST, WASHINGTON, PA",7242237710,Pharmacy,40.16613,-80.26977,5,12,1000
822,Supplier Directory,"MUD SPRINGS VISION CLINIC, INC., 404 9TH STREET, WHEATLAND, WY",3073229747,Optometrist,42.05207,-104.95309,3,12,200
823,Supplier Directory,"SOUTH CAROLINA CVS PHARMACY LLC, 1063 S PENDLETON ST, EASLEY, SC",8648592564,Pharmacy,34.81277,-82.60207,4,12,600
824,Supplier Directory,"WAL-MART STORES EAST LP, 3795 BUFORD DR, BUFORD, GA",7702719807,Pharmacy|Optician,34.08451,-83.98917,5,12,200
825,Supplier Directory,"BEDARD MEDICAL INC, 359 MINOT AVE, AUBURN, ME",2073333270,Medical Supply Company Other,44.08556,-70.24008,5,12,800
826,Supplier Directory,"JING DONG MD PC, 1110 COMMERCE DRIVE, GREENSBORO, GA",7064531922,Optometrist,33.45658898,-83.24134596,3,12,400
827,Supplier Directory,"MERCYONE - KRHC HOME MEDICAL SHOP LLC, 1515 S PHILLIPS ST, ALGONA, IA",5152954452,MSC With Respiratory Therapist,43.05672798,-94.22569797,5,12,400
828,Supplier Directory,"DUKE UNIVERSITY HEALTH SYSTEM, INC, 6301 HERNDON RD, DURHAM, NC",9196203853,Pharmacy,36.04809,-78.89498,5,12,400
829,Supplier Directory,"WAL-MART STORES EAST LP, 401 LINWOOD PLZ, LINDSAY, OK",4057569591,Pharmacy,34.83813,-97.60564,1,12,600
830,Supplier Directory,"GOKUL CORPORATION, 587 E ELDER ST, FALLBROOK, CA",7606453021,Pharmacy,33.38009,-117.24662,1,12,400
831,Supplier Directory,"GARFIELD BEACH CVS LLC, 2305 THEATRE DR, PASO ROBLES, CA",8052274304,Pharmacy,35.58306,-120.69689,2,12,600
832,Supplier Directory,"CVS PHARMACY INC, 1870 W MOORE AVE, TERRELL, TX",9725637636,Pharmacy,32.73751,-96.30093,1,12,1000
833,Supplier Directory,"WAL-MART STORES EAST LP, 4250 PHILIPS HWY, JACKSONVILLE, FL",9047377001,Pharmacy|Optician,30.28181,-81.62954,5,12,1000
834,Supplier Directory,"LINCARE INC, 2485 HARRISON ST, BATESVILLE, AR",8706125832,Medical Supply Company Other,35.76952,-91.62535,4,12,800
835,Supplier Directory,"WALGREEN CO, 138 SUDDERTH DR, RUIDOSO, NM",5752571566,Pharmacy,33.32342,-105.62948,2,12,800
836,Supplier Directory,"HANGER PROSTHETICS & ORTHOTICS INC, 1715 ETHEL ST, LAKE CHARLES, LA",3374393369,Orthotic Personnel|Prosthetic Personnel,30.21569774,-93.22217201,5,12,800
