Provider ID,Provider Name & Address,Type,Rating,Cost,Contact Number
3251,"LUXOTTICA OF AMERICA INC, 495 UNION ST, WATERBURY, CT",Optician,2,4000,2035971355.0
3252,"WALGREEN CO, 4220 MANATEE AVE W, BRADENTON, FL",Pharmacy,4,5000,9417491561.0
3253,"WALGREEN CO, 4101 1ST AVE, LYONS, IL",Pharmacy,4,3000,7084476851.0
3254,"WAL-MART STORES TEXAS, LLC, 4904 COLLEYVILLE BLVD, COLLEYVILLE, TX",Pharmacy,3,3000,8177708339.0
3255,"LUXOTTICA OF AMERICA INC, 2329 COTTMAN AVE, PHILADELPHIA, PA",Optician,3,5000,2153329820.0
3256,"STRIVE MEDICAL LLC, 5500 MING AVE, BAKERSFIELD, CA",Medical Supply Company Other,2,5000,8887719229.0
3257,"MCFARLAND CLINIC PC, 3600 LINCOLN WAY, AMES, IA",Optometrist|Optician,2,2000,5156634888.0
3258,"HEALTH MAX 5TH AVENUE INC., 5313 5TH AVE, BROOKLYN, NY",Pharmacy,4,3000,7185678000.0
3259,"PHARMERICA LONG-TERM CARE LLC, 4171 N MESA ST, EL PASO, TX",Certified Other|Pharmacy,3,3000,8133186000.0
3260,"EMPIRE VISION CENTER INC., 100 E MAIN ST, SMITHTOWN, NY",Optometrist|Optician,1,3000,6312654700.0
3261,"SHILLINGTON EYE ASSOCIATES, 453 E LANCASTER AVE, SHILLINGTON, PA",Optometrist,1,5000,6107753321.0
3262,"WALGREEN CO, 1145 US 31W BYP, BOWLING GREEN, KY",Pharmacy,4,5000,2078423339.0
3263,"ONE STEP PHARMACY CORP, 2457 HYLAND BLVD, STATEN ISLAND, NY",Pharmacy,3,4000,7182854838.0
3264,"NPA PHARMACEUTICALS LLC, 1717 FOSTER AVE, BROOKLYN, NY",Pharmacy,4,4000,7187241717.0
3265,"WALGREEN CO, 1142 N DESLOGE DR, DESLOGE, MO",Pharmacy,4,2000,5734312242.0
3266,"WALGREEN CO, 9200 CONROY WINDERMERE RD, WINDERMERE, FL",Pharmacy,2,2000,4076126100.0
3267,"LASCASSAS DRUGS LLC, 4702 LASCASSAS PIKE, LASCASSAS, TN",Pharmacy,3,5000,6158969808.0
3268,"WALGREEN CO, 6201 E BROAD ST, COLUMBUS, OH",Pharmacy,4,2000,6143677526.0
3269,"EXPRESS MEDICAL EQUIPMENT, INC., 140 HILLSIDE AVE, HILLSIDE, NJ",MSC With Respiratory Therapist,2,3000,9739261400.0
3270,"WALGREEN CO, 4999 STATE HWY 30, AMSTERDAM, NY",Pharmacy,3,4000,5188436661.0
3271,"COREY H TABBERT OD PA, 15 NE 5TH ST, GRAND RAPIDS, MN",Optometrist,1,3000,2183271148.0
3272,"OPRX 11416 LLC, 9605 101ST AVE, OZONE PARK, NY",Pharmacy,1,4000,7188801644.0
3273,"CROMWELL MARKETS LLC, 45 SHUNPIKE RD, CROMWELL, CT",Pharmacy|Grocery Store,3,3000,8606130741.0
3274,"ALABAMA CVS PHARMACY, L.L.C., 418 W VALLEY AVE, HOMEWOOD, AL",Pharmacy,5,4000,2059427503.0
3275,"CATES OPTOMETRY LLC, 2001 CHESTER BLVD, RICHMOND, IN",Optometrist|Optician,1,2000,7659660583.0
3276,"HEAL MEDICAL SUPPLY LLC, 17541 17TH ST, TUSTIN, CA",MSC With Orthotic Personnel,5,2000,6575002023.0
3277,"MIDWEST EYE CONSULTANTS PC, 374 INDIAN BOUNDARY RD, CHESTERTON, IN",Optometrist,3,2000,2193951575.0
3278,"PHARMSCRIPT OF IL LLC, 281 SHORE DRIVE, BURR RIDGE, IL",Pharmacy,2,2000,9083891818.0
3279,"WALMART INC, 3150 HARRISON ST, BATESVILLE, AR",Pharmacy|Optician,2,2000,8707934464.0
3280,"RAPHA MEDICAL LLC, 4224 S PEORIA AVE, TULSA, OK",Medical Supply Company Other|MSC With Orthotic-Prosthetic,3,5000,9186242185.0
3281,"180 MEDICAL INC, N8W22195 JOHNSON DR, WAUKESHA, WI",Medical Supply Company Other,3,5000,8776882729.0
3282,"HANGER PROSTHETICS & ORTHOTICS WEST INC, 4920 E SPEEDWAY BLVD, TUCSON, AZ",Orthotic Personnel|Prosthetic Personnel,4,3000,5203220099.0
3283,"JCMH HOME HEALTH PRODUCTS INC., 1208E TAMARACK RD, ALTUS, OK",Medical Supply Company Other|MSC With Respiratory Therapist,1,2000,5803796800.0
3284,"WALGREEN CO, 303 S CIRCLE DR, COLORADO SPRINGS, CO",Pharmacy,2,4000,7194448569.0
3285,"1070 SOUTHERN DRUG LLC, 1070 SOUTHERN BLVD, BRONX, NY",Pharmacy,3,2000,7186187878.0
3286,"WALGREEN CO, 3354 GILMER ROAD, LONGVIEW, TX",Pharmacy,5,4000,9032976963.0
3287,"TENNESSEE CVS PHARMACY LLC, 1331 MEMORIAL BLVD, MURFREESBORO, TN",Pharmacy,2,2000,6158938887.0
3288,"UNITED INTERMANAGEMENT, LTD., 3102 QUENTIN RD, BROOKLYN, NY",Medical Supply Company Other|MSC With Respiratory Therapist|MSC With Prosthetic Personnel|MSC With Orthotic-Prosthetic,4,3000,7187582221.0
3289,"WAL-MART STORES EAST LP, 3393 N 81 HWY, DUNCAN, OK",Pharmacy,3,5000,5802524888.0
3290,"HEALTHDIRECT INSTITUTIONAL PHARMACY SERVICES INC, 201 E CHESTNUT ST, LANCASTER, PA",Pharmacy,4,2000,7173933814.0
3291,"PUBLIX ALABAMA, LLC, 9124 COTTAGE HILL ROAD, MOBILE, AL",Pharmacy,1,3000,2519305892.0
3292,"OE MEDICAL SUPPLY INC, 12403 18TH AVE, COLLEGE POINT, NY",Medical Supply Company Other,5,4000,3473686706.0
3293,"COSTCO WHOLESALE CORPORATION, 245 STAFFORD PARK BLVD, STAFFORD TOWNSHIP, NJ",Medical Supply Company Other|Pharmacy,3,4000,6092422011.0
3294,"THEATRE PHARMACY COMPANY INC., 1784 MASSACHUSETTS AVE, LEXINGTON, MA",Pharmacy,2,2000,7818624480.0
3295,"JERICHO ROAD MINISTRIES INC, 184 BARTON ST, BUFFALO, NY",Pharmacy,3,3000,7164277650.0
3296,"ALBERTSONS LLC, 1360 PLAZA BLVD, CENTRAL POINT, OR",Pharmacy|Grocery Store,4,3000,5416653766.0
3297,"WALGREEN CO, 2126 NALL ST, PORT NECHES, TX",Pharmacy,2,3000,4097271426.0
3298,"UNITED RX LLC, 150 FENCL LN, HILLSIDE, IL",Pharmacy,2,4000,7083755736.0
3299,"LUXOTTICA OF AMERICA INC, 8200 PERRY HALL BLVD, BALTIMORE, MD",Optician,3,3000,4109318122.0
3300,"KROGER TEXAS L P, 6200 HIGHWAY 6, MISSOURI CITY, TX",Pharmacy|Grocery Store,2,4000,2812081735.0
3301,"HANGER PROSTHETICS & ORTHOTICS EAST INC, 55 PITTSFIELD RD, LENOX, MA",Orthotic Personnel|Prosthetic Personnel,3,5000,4133316836.0
3302,"WALGREEN CO, 9085 HIGHWAY 64, ARLINGTON, TN",Pharmacy,2,5000,9013821533.0
3303,"THE STOP & SHOP SUPERMARKET COMPANY LLC, 368 COTTAGE ST, PAWTUCKET, RI",Pharmacy|Grocery Store,2,5000,4017226538.0
3304,"WAL-MART STORES EAST LP, 30 TRINITY POINT DR, WASHINGTON, PA",Pharmacy|Optician,4,4000,7242294022.0
3305,"GREAT LAKES DURABLE MEDICAL EQUIPMENT, 12701 TELEGRAPH RD, TAYLOR, MI",Medical Supply Company Other,4,4000,7346435028.0
3306,"AUBURN PHARMACY INC, 20375 W 151ST ST, OLATHE, KS",Pharmacy,3,5000,9133934440.0
3307,"WALGREEN CO, 6365 LEWIS DR, PARKVILLE, MO",Pharmacy,5,3000,8165051708.0
3308,"GRADE A SHOP RITE COMMERCE RD LLC, 1990 W MAIN ST, STAMFORD, CT",Pharmacy|Grocery Store,5,3000,2039780546.0
3309,"BOSTON BRACE INTERNATIONAL INC., 1150 FIRST AVE, KING OF PRUSSIA, PA",Orthotic Personnel|Prosthetic Personnel,3,4000,4846819205.0
3310,"H-E-B LP, 10251 KEMPWOOD DR, HOUSTON, TX",Pharmacy|Grocery Store,3,3000,7139960449.0
3311,"MIDWEST EYE CONSULTANTS PC, 2705 S BERKLEY RD, KOKOMO, IN",Optometrist,5,5000,7654532200.0
3312,"WALGREEN CO, 9909 W LOOMIS RD, FRANKLIN, WI",Pharmacy,5,5000,4144277187.0
3313,"MEDWAY MEDICAL EQUIPMENT III LLC, 3448 W LOOP 289, LUBBOCK, TX",Medical Supply Company Other|MSC With Prosthetic Personnel,4,2000,8067978888.0
3314,"WALGREEN CO, 32910 MIDDLEBELT RD, FARMINGTON HILLS, MI",Pharmacy,1,3000,2489739002.0
3315,"ALEGENT CREIGHTON HEALTH, 8248 S 96TH STREET, LAVISTA, NE",Pharmacy,3,3000,4027179510.0
3316,"LUXOTTICA OF AMERICA INC, 1 OLD ORCHARD PLAZA, SKOKIE, IL",Optician,3,5000,8187635880.0
3317,"KENNEDY EHIMARE IJIE SR, 16506 FM 529 RD, HOUSTON, TX",Pharmacy,3,5000,2818157366.0
3318,"FRANKLIN     OGNELODH, 101 COWARDIN AVE, RICHMOND, VA",Orthotic Personnel,4,4000,8046438863.0
3319,"WALGREEN CO, 7000 INDIANA AVE, RIVERSIDE, CA",Pharmacy,3,5000,9518927538.0
3320,"PENNSYLVANIA CVS PHARMACY LLC, 1600 E WADSWORTH AVE, PHILADELPHIA, PA",Pharmacy,3,5000,2158361323.0
3321,"WALGREEN CO, 2300 S GOLDENROD RD, ORLANDO, FL",Pharmacy,1,4000,4073806361.0
3322,"POUDRE INFUSION THERAPY, LLC, 915 CENTRE AVE, FORT COLLINS, CO",Pharmacy,4,2000,9704942130.0
3323,"GEORGIA CVS PHARMACY, L.L.C., 1201 TURNER MCCALL BLVD SE, ROME, GA",Pharmacy,1,3000,7062325270.0
3324,"WALGREEN CO, 615 LOVE AVE, TIFTON, GA",Pharmacy,4,3000,2293825359.0
3325,"ARIZONA CVS STORES LLC, 14672 N FRANK LLOYD WRIGHT, SCOTTSDALE, AZ",Pharmacy,5,2000,4806612936.0
3326,"WAL-MART STORES EAST LP, 650 S TROOPER RD, NORRISTOWN, PA",Pharmacy|Optician,1,2000,6106302944.0
3327,"ROSAUERS SUPERMARKETS INC, 1724 W FRANCIS AVE, SPOKANE, WA",Pharmacy,4,3000,5093253431.0
3328,"WALGREEN CO, 2605 MIDDLEFIELD RD, PALO ALTO, CA",Pharmacy,2,3000,6505669723.0
3329,"WAL-MART STORES EAST LP, 990 ROUTE 5&20, GENEVA, NY",Pharmacy,2,3000,3157812325.0
3330,"HANGER PROSTHETICS & ORTHOTICS INC, 108 EVANS RD, BUTLER, PA",Orthotic Personnel|Prosthetic Personnel,4,4000,7242851284.0
3331,"LAUREL MEDICAL SUPPLIES, INC., 405 S WEST ST, EBENSBURG, PA",Medical Supply Company Other|MSC With Respiratory Therapist|MSC With Orthotic-Prosthetic,2,3000,8144725591.0
3332,"WALGREEN CO, 6001 W CHEYENNE AVE, LAS VEGAS, NV",Pharmacy,5,5000,7023960917.0
3333,"PGBB LLC, 200 E KATELLA AVE, ORANGE, CA",Pharmacy,4,3000,7149416177.0
3334,"HANGER PROSTHETICS & ORTHOTICS INC, 143 BOGLE OFFICE PARK DR, SOMERSET, KY",MSC With Orthotic-Prosthetic,3,3000,6064518678.0
3335,"VEON INC, 601 W 5TH ST, WASHINGTON, NC",Medical Supply Company Other,1,4000,2526232102.0
3336,"BRONXVILLE PHARMACY INC, 57 PONDFIELD RD W, BRONXVILLE, NY",Pharmacy,5,2000,9143465600.0
3337,"THE PINK TENT, LLC, 233 EDELWEISS DR, BOZEMAN, MT",Prosthetic Personnel,3,2000,4065512178.0
3338,"ATTICUS GROUP LLC, 159 FOUNTAINS BLVD, MADISON, MS",Certified Other|Pharmacy,4,3000,6018598200.0
3339,"WAL-MART STORES EAST LP, 200 S TUTTLE RD, SPRINGFIELD, OH",Pharmacy|Optician,2,2000,9373252613.0
3340,"HORIZON ORTHOTIC & PROSTHETIC EXPERIENCE INC, 4900 S ARROWHEAD DR, INDEPENDENCE, MO",Orthotic Personnel|Prosthetic Personnel,1,2000,8167959600.0
3341,"H-E-B LP, 2929 THOUSAND OAKS DR, SAN ANTONIO, TX",Pharmacy,3,3000,2104919976.0
3342,"GARFIELD BEACH CVS LLC, 15232 SHERMAN WAY, VAN NUYS, CA",Pharmacy,1,2000,8183743480.0
3343,"OCEAN BREEZE ASSOCIATES L L C, 1817 HYLAN BLVD, STATEN ISLAND, NY",Certified Other|Pharmacy,3,4000,7189872525.0
3344,"STRIVE MEDICAL LLC, 4045 UNIVERSITY PKWY, WINSTON SALEM, NC",Medical Supply Company Other,2,3000,8887719229.0
3345,"NAI SATURN EASTERN LLC, 1925 MAIN ST, CHESTER, MD",Pharmacy|Grocery Store,3,5000,4106040981.0
3346,"CVS PHARMACY INC, 11540 WESTHEIMER RD, HOUSTON, TX",Pharmacy,1,3000,2816798031.0
3347,"AMERITA OF NEW YORK, LLC., 75 NASSAU TERMINAL RD, NEW HYDE PARK, NY",Certified Other|Pharmacy,2,2000,5167255944.0
3348,"GIANT OF MARYLAND LLC, 1000 E MAIN ST, PURCELLVILLE, VA",Pharmacy|Grocery Store,1,4000,7034436361.0
3349,"GARFIELD BEACH CVS LLC, 1820 W VERDUGO AVE, BURBANK, CA",Pharmacy,4,3000,8188459332.0
3350,"WALGREEN CO, 180 BRIDGETON PIKE, MANTUA, NJ",Pharmacy,1,2000,8564689530.0
3351,"ALBERTSONS LLC, 1155 N MAIN ST, EULESS, TX",Pharmacy|Grocery Store,2,5000,8173542427.0
3352,"WALGREEN CO, 15350 W BLUEMOUND RD, ELM GROVE, WI",Pharmacy,2,5000,2627896819.0
3353,"WALMART INC, 11328 S JORDAN GTWY, SOUTH JORDAN, UT",Pharmacy|Optician,1,5000,8015532270.0
3354,"SOUTH CAROLINA CVS PHARMACY LLC, 820 N MAIN ST, WOODRUFF, SC",Pharmacy,2,4000,8644760463.0
3355,"PACIFIC EYE SPECIALISTS A PROFESSIONAL CORPORATION, 1850 SULLIVAN AVE, DALY CITY, CA",Optometrist,2,2000,65075569004.0
3356,"WAL-MART STORES EAST LP, 8000 TOWN DR, RALEIGH, NC",Pharmacy|Optician,1,4000,9194341963.0
3357,"HAMMER INCORPORATED, 219 E MAIN ST, MARSHALLTOWN, IA",Medical Supply Company Other|MSC With Respiratory Therapist,2,3000,6417540000.0
3358,"KROGER LIMITED PARTNERSHIP I, 2525 NICHOLS AVE, DYERSBURG, TN",Pharmacy|Grocery Store,1,4000,7312856030.0
3359,"HOLIDAY CVS LLC, 444 MONUMENT RD, JACKSONVILLE, FL",Pharmacy,5,3000,9047228573.0
3360,"JOINT FORCES LLC, 611 PARK MEADOW RD, WESTERVILLE, OH",Medical Supply Company Other,4,2000,6144237174.0
3361,"MERCY HEALTH SERVICES- IOWA CORP, 2440 BRIDGE AVE, ALBERT LEA, MN",MSC With Respiratory Therapist,4,2000,5073207905.0
3362,"PUBLIX SUPER MARKETS INC, 3221 VINELAND RD, KISSIMMEE, FL",Pharmacy,3,5000,4076060035.0
3363,"MATVALS CORP, 2260 JOHN F KENNEDY BLVD, JERSEY CITY, NJ",Orthotic Personnel|Pharmacy,5,2000,2014325205.0
3364,"FAIRLAWN PHARMACY LIMITED LIABILITY COMPANY, 14-25 PLAZA RD, FAIR LAWN, NJ",Pharmacy,4,4000,2017736090.0
3365,"THE GIANT COMPANY LLC, 1255 CARLISLE RD, YORK, PA",Pharmacy|Grocery Store,2,2000,7177187770.0
3366,"REID EYE CARE LTD, 110 EAST RYDER STREET, LITCHFIELD, IL",Optometrist,4,2000,2173242762.0
3367,"WAL-MART STORES EAST LP, 5560 MCCLELLAN BLVD, ANNISTON, AL",Pharmacy|Optician,2,4000,2568200994.0
3368,"MODESTO EYE CENTER INC, 1741 COFFEE RD, MODESTO, CA",Optometrist|Optician,2,4000,2095242020.0
3369,"RISER FOODS COMPANY, 14650 SNOW RD, BROOKPARK, OH",Pharmacy,2,4000,2162672185.0
3370,"WALGREEN CO, 3376 VIRGINIA BEACH BLVD, VIRGINIA BEACH, VA",Pharmacy,5,5000,7573408013.0
3371,"WELL GOODS PHARMACY INC, 3179 N STATE ROAD 7, MARGATE, FL",Pharmacy,4,4000,9549332191.0
3372,"CVS PHARMACY INC, 5510 W OREM DR, HOUSTON, TX",Pharmacy,4,3000,7134135248.0
3373,"LO-MED PRESCRIPTION SERVICES, LLC, 1360 REIMER RD, WADSWORTH, OH",Pharmacy,3,5000,3303366628.0
3374,"PUBLIX SUPER MARKETS INC, 11830 US HIGHWAY 301, DADE CITY, FL",Pharmacy,4,5000,3525213036.0
3375,"WALGREEN CO, 22318 PONTIAC TRL, SOUTH LYON, MI",Pharmacy,2,2000,2484865216.0
3376,"HY-VEE INC, 1215 DUFF AVE, AMES, IA",Pharmacy|Grocery Store,4,4000,5152327315.0
3377,"SAND DRUGS INC, 1206 7TH ST SE, DECATUR, AL",Certified Other|Orthotic Personnel|Pharmacy,2,5000,2563535011.0
3378,"ALBRO DRUG COMPANY INC, 195 MAIN ST, CHATHAM, NJ",Pharmacy,4,2000,9736356200.0
3379,"MACPHERSONS LTD, 2325 S 77 SUNSHINESTRIP, HARLINGEN, TX",Medical Supply Company Other|Certified Other|MSC With Respiratory Therapist|MSC With Orthotic Personnel|MSC With Prosthetic Personnel|MSC With Orthotic-Prosthetic|Orthotic Personnel,1,5000,9564129100.0
3380,"PUBLIX SUPER MARKETS INC, 11109 WINTHROP MARKET ST, RIVERVIEW, FL",Pharmacy,1,3000,8136840169.0
3381,"CVS PHARMACY INC, 24950 FRANZ RD, KATY, TX",Pharmacy,4,4000,2815748282.0
3382,"WALGREEN CO, 8400 MONTGOMERY BLVD NE, ALBUQUERQUE, NM",Pharmacy,4,4000,5055599134.0
3383,"MARYLAND CVS PHARMACY LLC., 580 MARKETPLACE DR, BEL AIR, MD",Pharmacy,1,3000,4106389031.0
3384,"SUPERVALU PHARMACIES INC, 2001 ROBERT ST S, WEST SAINT PAUL, MN",Pharmacy|Grocery Store,2,5000,6514511113.0
3385,"AMDAN INCORPORATED, 9004 HAVENSIGHT MALL, STE D-F, ST. THOMAS, VI",Certified Other,2,5000,3410000000000.0
3386,"WALGREEN CO, 234 S MAIN ST, ZELIENOPLE, PA",Pharmacy,1,3000,7244527360.0
3387,"GOULDS DISCOUNT MEDICAL LLC, 3901 DUTCHMANS LN, LOUISVILLE, KY",Medical Supply Company Other|MSC With Respiratory Therapist|MSC With Orthotic Personnel|Orthotic Personnel,3,4000,5024912000.0
3388,"KENTUCKY CVS PHARMACY LLC, 160 PAVILION PKWY, NEWPORT, KY",Pharmacy,1,5000,8598140141.0
3389,"LINCARE INC, 101 N 5TH AVE, YAKIMA, WA",Medical Supply Company Other,1,2000,5094695130.0
3390,"HOLIDAY CVS LLC, 2240 E SUNRISE BLVD, FORT LAUDERDALE, FL",Pharmacy,5,4000,9545668309.0
3391,"OPRX #11358, LLC, 3515 FRANCIS LEWIS BLVD, FLUSHING, NY",Pharmacy,4,4000,7185397752.0
3392,"APRIA HEALTHCARE LLC, 2085 S BLUE JAY DR, GILBERT, AZ",Medical Supply Company Other|MSC With Respiratory Therapist,2,2000,6023136826.0
3393,"CITY SCRIPTS CORP, 4010 25TH AVE, ASTORIA, NY",Pharmacy,2,4000,7186852880.0
3394,"ELMORA RX PHARMACY LLC, 136 ELMORA AVE, ELIZABETH, NJ",Pharmacy,4,5000,9084098800.0
3395,"HAMILTON PLAZA VISION CENTER INC., 637 5TH AVE, BROOKLYN, NY",Optometrist|Optician,2,5000,7184994260.0
3396,"THE EYE CARE GROUP, 1201 W MAIN ST, WATERBURY, CT",Optician,5,3000,2035979100.0
3397,"WAL-MART STORES EAST LP, 4000 HIGHWAY 9, BOILING SPGS, SC",Pharmacy|Optician,2,3000,8648146262.0
3398,"WALGREEN CO, 1550 36TH ST SW STE A, WYOMING, MI",Pharmacy,1,2000,6162497887.0
3399,"EMERALD COAST EYE INSTITUTE LLC, 911 MAR WALT DR, FORT WALTON BEACH, FL",Optometrist|Optician,2,4000,8508624001.0
3400,"APRIA HEALTHCARE LLC, 15333 W 95TH ST, LENEXA, KS",Medical Supply Company Other|MSC With Respiratory Therapist,2,2000,9134922212.0
3401,"AIRWAY RESPIRATORY SOLUTIONS, LLC, 905 E ALFRED ST, TAVARES, FL",Medical Supply Company Other,4,2000,3523433006.0
3402,"WHITE DRUG ENTERPRISES INC, 321 HWY 10 W, DETROIT LAKES, MN",Pharmacy,2,5000,2188479248.0
3403,"H-E-B LP, 9100 WOODWAY DR, WOODWAY, TX",Pharmacy,1,5000,2547510912.0
3404,"LUXOTTICA OF AMERICA INC, 6231 PENN AVE, PITTSBURGH, PA",Optician,3,2000,4126263272.0
3405,"NEW GROUND CARE LLC, 97 HEFNER ST, EAST ELLIJAY, GA",Medical Supply Company Other,5,4000,7062762555.0
3406,"NEW JERSEY CVS PHARMACY LLC, 819 BARNEGAT AVE, SHIP BOTTOM, NJ",Pharmacy,5,3000,6093618534.0
3407,"WALGREEN CO, 101 W FM 495, SAN JUAN, TX",Pharmacy,2,4000,9567871830.0
3408,"LIFETIME HEALTH & WELLNESS CENTER SC, 101 SOUTH MCLEAN BOULEVARD, SOUTH ELGIN, IL",Medical Supply Company Other,3,2000,8477173400.0
3409,"CVS ALBANY LLC, 2030 HILLSIDE AVE, NEW HYDE PARK, NY",Pharmacy,3,4000,5163548942.0
3410,"R&M REYES ENTERPRISE, LLC, 94-479 UKEE ST, WAIPAHU, HI",Medical Supply Company Other|MSC With Orthotic Personnel,3,4000,8086767661.0
3411,"U SAVE IT PHARMACY INC, 2112 PALMYRA RD, ALBANY, GA",Pharmacy,2,5000,2294394939.0
3412,"KEENUM PHARMACY, LLC, 2101 N MAIN ST, ALTUS, OK",Pharmacy,1,5000,5804770381.0
3413,"WAL-MART STORES TEXAS, LLC, 9460 W SAM HOUSTON PKWY S, HOUSTON, TX",Pharmacy|Optician,5,4000,2815683134.0
3414,"NORCO INC, 302 SHELLEY ST, SPRINGFIELD, OR",MSC With Respiratory Therapist,1,2000,5413430304.0
3415,"NUEVO HEALTH INC, 937 OLD KNIGHT RD, KNIGHTDALE, NC",Pharmacy,2,4000,9192954446.0
3416,"AEROCARE HOME MEDICAL INC, 6555 U S HIGHWAY 98, HATTIESBURG, MS",Medical Supply Company Other,2,4000,6012966811.0
3417,"SINCERE CARE MANAGEMENT INC, 728 PACIFIC AVE, SAN FRANCISCO, CA",Medical Supply Company Other,3,4000,4157523288.0
3418,"COUNTY OF SANTA CLARA, 500 TULLY RD, SAN JOSE, CA",Pharmacy,1,4000,4088171360.0
3419,"HIGHLAND PARK CVS LLC, 1005 E ROOSEVELT RD, LOMBARD, IL",Pharmacy,2,5000,6306278866.0
3420,"NEW JERSEY CVS PHARMACY LLC, 100 SPRINGDALE RD, CHERRY HILL, NJ",Pharmacy,2,4000,8564285909.0
3421,"GEISINGER PHARMACY LLC, 114 LT MICHAEL CLEARY DR, DALLAS, PA",Pharmacy,4,4000,5702551167.0
3422,"NAI SATURN EASTERN LLC, 1688 ANDERSON RD, MC LEAN, VA",Pharmacy|Grocery Store,5,4000,7033431004.0
3423,"KREGG KOONS OD INC, 3300 W FOX RIDGE LN, MUNCIE, IN",Optometrist|Optician,1,5000,7652894727.0
3424,"CVS ALBANY LLC, 500 W 42ND ST, NEW YORK, NY",Pharmacy,5,4000,2122444285.0
3425,"METHODIST HEALTHCARE - MEMPHIS HOSPITALS, 1265 UNION AVE, MEMPHIS, TN",Hospital|Pharmacy,5,3000,9015167834.0
3426,"CVS PHARMACY INC, 39739 LBJ FWY, DALLAS, TX",Pharmacy,3,3000,4693413921.0
3427,"WALGREEN CO, 420 N FRAZIER ST, CONROE, TX",Pharmacy,1,4000,9364940424.0
3428,"THRIFT DRUG INC, 480 ROUTE 9 S, LITTLE EGG HARBOR, NJ",Pharmacy,3,5000,6092967000.0
3429,"WAL-MART STORES EAST LP, 2525 US HWY 70 SE, HICKORY, NC",Pharmacy|Optician,3,2000,8283277891.0
3430,"PUBLIX SUPER MARKETS INC, 1780 NE JENSEN BEACH BLVD, JENSEN BEACH, FL",Pharmacy,2,2000,7722253722.0
3431,"WALGREEN CO, 1101 CROSS TIMBERS RD, FLOWER MOUND, TX",Pharmacy,5,4000,9723555149.0
3432,"HOVEROUND CORPORATION, 307 TREEWORTH BLVD, BROADVIEW HEIGHTS, OH",Medical Supply Company Other,1,3000,9417826627.0
3433,"HOLIDAY CVS LLC, 13711 S TAMIAMI TRL, FORT MYERS, FL",Pharmacy,2,3000,2394813755.0
3434,"COMMUNITY PHARMACIES, LLC., 75 MAIN ST, BUCKSPORT, ME",Pharmacy,3,2000,2074697030.0
3435,"WALGREEN CO, 4520 WESTERN CENTER BLVD, HALTOM CITY, TX",Pharmacy,4,5000,8175148063.0
3436,"AMERICAN LIMB AND ORTHOPEDIC COMPANY OF VALPARAISO, 201 E MORTHLAND DR, VALPARAISO, IN",Orthotic Personnel|Prosthetic Personnel,5,4000,2195317479.0
3437,"LEDBETTER PROSTHETICS AND ORTHOTICS, INC., 186 BELMONT DR, DOTHAN, AL",Orthotic Personnel|Prosthetic Personnel,4,5000,3347921527.0
3438,"P-COR,LLC, 3271 UNION LAKE RD, COMMERCE TOWNSHIP, MI",Optometrist,3,5000,2483600121.0
3439,"WALGREEN CO, 1201 S FEDERAL HWY, FORT LAUDERDALE, FL",Pharmacy,1,2000,9545231486.0
3440,"BHMS INC, 234 W MAIN ST, BELLEVUE, OH",Medical Supply Company Other|Certified Other|Pharmacy,1,3000,4194836001.0
3441,"HEALTHRX, INC, 82 CHURCH AVE, BROOKLYN, NY",Pharmacy,4,2000,7186180523.0
3442,"NEW JERSEY CVS PHARMACY LLC, 321 S MAIN ST, MANVILLE, NJ",Pharmacy,2,2000,9087258050.0
3443,"PUBLIX SUPER MARKETS INC, 3100 SW 62ND AVE, MIAMI, FL",Pharmacy,2,4000,3056697155.0
3444,"OHIO CVS STORES LLC, 620 SOUTH CLEVELAND AVENUE, WESTERVILLE, OH",Pharmacy,1,2000,6148619771.0
3445,"EYELINE OPTICAL OF VICKSBURG INC, 2449 N FRONTAGE RD, VICKSBURG, MS",Optician,4,2000,6016387905.0
3446,"ACHIEVE DME, INC., 121 CENTRUM DR, IRMO, SC",MSC With Respiratory Therapist,3,5000,8037141977.0
3447,"WALMART INC, 1201 S 25TH E, AMMON, ID",Pharmacy|Grocery Store|Optician,4,3000,2085222866.0
3448,"CVS ALBANY LLC, 87 SUNSET AVENUE, WESTHAMPTON BEACH, NY",Pharmacy,1,2000,6312881897.0
3449,"SUNKAN CORP., 18475 COLIMA RD, ROWLAND HEIGHTS, CA",Optician,2,2000,6266169040.0
3450,"SHAWS SUPERMARKETS INC, 251 KENNEDY MEMORIAL DR, WATERVILLE, ME",Pharmacy|Grocery Store,3,4000,2076803001.0
3451,"MARYLAND CVS PHARMACY LLC., 3110 OLNEY SANDY SPRING RD, OLNEY, MD",Pharmacy,2,5000,3017746155.0
3452,"AMATO MANAGEMENT LLC, 938 PATRICIA AVE, DUNEDIN, FL",Pharmacy,4,2000,7277330404.0
3453,"CVS PHARMACY INC, 12550 LOUETTA RD, CYPRESS, TX",Pharmacy,1,4000,2812577792.0
3454,"WALGREEN CO, 65 INFANTERIA Y JESUS FRAGOSO, CAROLINA, PR",Pharmacy,4,2000,7877694122.0
3455,"WALMART INC, 1791 SE ENSIGN LN, WARRENTON, OR",Pharmacy,5,3000,5038610644.0
3456,"SAFEWAY INC, 2203 MISSION ST, SANTA CRUZ, CA",Pharmacy|Grocery Store,5,3000,8314200785.0
